R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,better_rank,finish,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
-105.0,-105,95.23809524,95.23809524,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.12111928104575163,0.8954248366013072,3,1,0,0,3.02,0.45,0.1,1.34,0.34,2,5,25,0,0,0,0,0,0,0,5,0.20016339869281047,185.42,190.5,185,0,3,0,2.98,0.45,0.1,1.27,0.35,5,4,32,0,0,0,0,0,0,0,9,0.20241013071895425,185.42,195.58,185,30,33,1,-3,-3,-4,1,-7,0,0,0,0.0,-5.08,3,0.04,0.0,0.07,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,125.0,330.0,1025.0,3550.0,800.0,285.0
-200.0,170,50.0,170.0,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.1156045751633987,0.8954248366013072,3,1,0,0,3.7,0.48,1.3,0.88,0.42,5,5,31,0,0,0,0,0,0,0,9,0.04738562091503268,172.72,177.8,145,0,5,1,4.32,0.42,0.5,0.73,0.75,4,0,10,0,0,0,0,0,0,0,5,0.7581699346405228,172.72,170.18,145,22,27,1,-5,1,4,5,21,0,0,0,0.0,7.62,5,-0.62,0.8,0.15,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,130.0,560.0,1050.0,505.0,350.0,570.0
-155.0,-155,64.51612903,64.51612903,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.16952614379084968,0.8954248366013072,3,1,0,0,3.81,0.54,1.5,1.6,0.47,7,11,56,0,0,0,0,0,0,0,15,0.7520424836601307,182.88,190.5,170,0,2,0,4.78,0.56,1.1,0.54,0.33,2,0,2,0,0,0,0,0,0,0,2,0.7581699346405228,187.96,187.96,170,27,39,1,-2,5,13,11,54,0,0,0,-5.08,2.54,12,-0.97,0.4,1.06,1,1,0.7193627450980392,0.3053513071895425,2.0,0.0006127450980392157,318.0,430.0,450.0,850.0,1350.0,170.0,245.0
-110.0,-110,90.90909091,90.90909091,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.12111928104575163,0.8954248366013072,3,1,0,0,5.03,0.53,0.9,5.27,0.66,1,2,4,0,0,0,0,0,0,0,1,0.7520424836601307,182.88,190.5,185,0,1,0,4.29,0.55,1.1,1.26,0.43,3,2,14,0,0,0,0,0,0,0,4,0.7581699346405228,190.5,205.74,170,27,26,1,-1,-2,-3,0,-10,0,0,0,-7.62,-15.24,-1,0.74,-0.2,4.01,1,1,0.7193627450980392,0.3053513071895425,1.0,0.002042483660130719,39.0,200.0,230.0,540.0,385.0,686.0,1405.0
-420.0,335,23.80952381,335.0,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.1156045751633987,0.8954248366013072,3,1,0,0,2.27,0.36,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.20016339869281047,167.64,0.0,145,0,3,0,3.31,0.44,0.0,0.51,0.5,3,0,6,0,0,0,0,0,0,0,3,0.7581699346405228,182.88,187.96,145,31,31,1,-3,-3,-3,1,-6,0,0,0,-15.24,-187.96,0,-1.04,0.0,-0.51,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,165.0,800.0,825.0,885.0,105.0,860.0
100.0,-120,100.0,83.33333333,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.1156045751633987,0.8954248366013072,3,4,0,0,3.54,0.37,1.2,2.43,0.33,6,8,54,0,0,0,0,0,0,0,14,0.7520424836601307,177.8,180.34,145,0,1,0,6.89,0.5,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0.7581699346405228,175.26,182.88,145,31,36,4,-1,5,13,7,53,0,0,0,2.54,-2.54,5,-3.35,1.2,2.43,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,320.0,150.0,1090.0,614.0,310.0,950.0
-185.0,160,54.05405405,160.0,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.027777777777777776,0.10457516339869281,3,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,13,0,0,0,0,0,0,0,2,0.7520424836601307,167.64,175.26,125,0,1,0,4.72,0.38,0.7,0.34,0.3,2,6,26,0,0,0,0,0,0,0,5,0.7581699346405228,170.18,170.18,125,33,33,3,-1,-1,-3,-2,-13,0,0,0,-2.54,5.08,0,-2.18,-0.5,1.32,1,1,0.7193627450980392,0.1744281045751634,1.0,0.0012254901960784314,216.0,-105.0,180.0,1050.0,930.0,705.0,2000.0
-115.0,-105,86.95652174,95.23809524,0.0022467320261437907,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,2,0,0,4.19,0.45,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,0.7520424836601307,198.12,205.74,260,0,1,0,4.44,0.56,2.9,2.9,1.0,1,0,0,0,0,0,0,0,0,0,1,0.7581699346405228,187.96,203.2,246,27,28,2,-1,-1,-1,2,3,0,0,0,10.16,2.54,1,-0.25,-2.9,-2.9,1,1,0.7193627450980392,0.1744281045751634,2.0,0.0010212418300653595,425.0,490.0,480.0,210.0,4000.0,700.0,165.0
-175.0,155,57.14285714,155.0,0.002042483660130719,0.009395424836601307,0.12234477124183006,1,False,0.08047385620915033,0.8954248366013072,5,0,3,0,3.41,0.44,1.0,2.0,0.38,8,6,46,1,0,1,2,7,6,0,16,0.7520424836601307,187.96,193.04,205,0,1,0,3.06,0.47,0.8,0.41,0.26,3,6,37,1,0,0,1,6,3,0,10,0.7581699346405228,193.04,193.04,205,31,40,0,2,5,6,0,9,0,1,3,-5.08,0.0,9,0.35,0.2,1.59,1,1,0.26552287581699346,0.3053513071895425,5.0,0.0012254901960784314,1264.0,475.0,724.0,700.0,455.0,124.0,490.0
112.0,-132,112.0,75.75757576,0.002042483660130719,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,0,1,0,2.59,0.46,0.6,1.34,0.4,5,9,62,1,1,0,4,8,5,0,18,0.20016339869281047,190.5,203.2,230,0,1,0,3.34,0.42,0.3,0.66,0.33,6,7,45,0,0,1,2,9,2,0,14,0.7581699346405228,193.04,198.12,265,38,37,0,0,-1,4,2,17,1,-1,3,-2.54,5.08,-1,-0.75,0.3,0.68,1,1,0.7193627450980392,0.09865196078431372,3.0,0.5643382352941176,900.0,335.0,340.0,602.0,380.0,350.0,365.0
100.0,-120,100.0,83.33333333,0.002042483660130719,0.009395424836601307,0.12234477124183006,1,False,0.17463235294117646,0.8954248366013072,3,0,2,0,4.51,0.4,0.1,0.95,0.17,3,5,28,0,0,0,3,5,1,0,9,0.20016339869281047,172.72,177.8,155,0,1,0,3.07,0.41,0.0,1.52,0.3,2,1,9,0,0,0,2,1,0,0,3,0.7581699346405228,175.26,182.88,155,27,31,0,1,1,6,4,19,0,4,1,-2.54,-5.08,4,1.44,0.1,-0.57,1,1,0.26552287581699346,0.3053513071895425,2.0,0.0026552287581699347,565.0,220.0,258.0,650.0,1278.0,640.0,260.0
-170.0,150,58.82352941,150.0,0.002042483660130719,0.009395424836601307,0.12234477124183006,0,False,0.10069444444444445,0.8954248366013072,3,0,2,0,1.36,0.52,1.1,4.26,0.51,3,4,33,1,0,0,5,0,2,0,7,0.7520424836601307,162.56,160.02,135,2,0,0,2.96,0.4,0.2,6.53,0.49,3,2,13,0,0,0,2,1,0,0,3,0.7581699346405228,167.64,175.26,135,27,26,-2,2,0,4,2,20,1,-1,2,-5.08,-15.24,-1,-1.6,0.9,-2.27,1,1,0.7193627450980392,0.09865196078431372,3.0,0.5643382352941176,900.0,129.0,245.0,1100.0,650.0,495.0,1385.0
130.0,-150,130.0,66.66666667,0.002042483660130719,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7520424836601307,187.96,198.12,240,1,0,0,3.55,0.44,0.3,0.52,0.36,6,17,77,5,0,1,5,11,2,0,19,0.7581699346405228,190.5,195.58,240,41,34,-1,0,-6,-19,-17,-77,-5,-11,-2,-2.54,2.54,-7,-3.55,-0.3,-0.52,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,355.0,422.0,2050.0,1300.0,475.0,-120.0
-110.0,-110,90.90909091,90.90909091,0.002042483660130719,0.009395424836601307,0.12234477124183006,1,False,0.17463235294117646,0.8954248366013072,3,1,0,0,2.96,0.45,1.5,1.22,0.36,1,2,9,0,0,0,1,0,0,0,1,0.7520424836601307,175.26,177.8,155,2,0,0,4.22,0.37,0.1,0.52,0.45,4,11,56,1,0,1,6,4,0,0,11,0.20241013071895425,177.8,185.42,155,33,25,-1,0,-3,-10,-9,-47,-1,-4,0,-2.54,-7.62,-8,-1.26,1.4,0.7,1,1,0.7193627450980392,0.1744281045751634,2.0,0.0022467320261437907,325.0,190.0,225.0,1800.0,335.0,425.0,2100.0
-370.0,310,27.02702703,310.0,0.002042483660130719,0.009395424836601307,0.12234477124183006,0,False,0.031862745098039214,0.10457516339869281,3,0,1,0,2.04,0.41,1.1,0.91,0.23,1,4,18,0,0,0,1,1,1,0,3,0.7520424836601307,170.18,170.18,135,2,0,0,4.77,0.39,0.0,2.0,0.44,2,2,12,0,0,0,2,0,0,0,2,0.7581699346405228,162.56,170.18,135,35,32,-2,1,-1,1,2,6,0,1,1,7.62,0.0,-3,-2.73,1.1,-1.09,1,1,0.26552287581699346,0.4117647058823529,3.0,0.5643382352941176,900.0,-121.0,500.0,581.0,1150.0,420.0,1745.0
160.0,-185,160.0,54.05405405,0.002042483660130719,0.009395424836601307,0.12234477124183006,1,False,0.17463235294117646,0.8954248366013072,3,0,1,0,3.6,0.49,0.0,0.71,1.0,1,0,3,0,0,0,1,0,0,0,1,0.7520424836601307,180.34,185.42,155,1,0,0,4.32,0.41,1.5,0.21,1.0,2,3,17,0,0,0,2,1,2,0,5,0.20241013071895425,172.72,180.34,155,31,34,-1,1,-1,-4,-3,-14,0,-1,-2,7.62,5.08,3,-0.72,-1.5,0.5,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,395.0,250.0,505.0,1200.0,620.0,210.0
-200.0,170,50.0,170.0,0.002042483660130719,0.009395424836601307,0.12234477124183006,1,False,0.1156045751633987,0.8954248366013072,3,0,1,0,4.87,0.45,0.9,1.47,0.29,2,3,13,0,0,0,1,1,2,0,4,0.04738562091503268,167.64,167.64,145,0,1,0,4.0,0.5,2.5,2.0,0.33,1,0,3,0,0,0,1,0,0,0,1,0.7581699346405228,172.72,175.26,145,28,33,0,0,1,3,3,10,0,1,2,-5.08,-7.62,5,0.87,-1.6,-0.53,1,1,0.7193627450980392,0.3053513071895425,2.0,0.0014297385620915032,520.0,-105.0,420.0,845.0,535.0,575.0,1050.0
-160.0,140,62.5,140.0,0.002042483660130719,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7520424836601307,185.42,185.42,225,3,0,0,5.81,0.43,0.0,0.0,0.0,2,5,17,0,0,0,1,1,0,0,2,0.7581699346405228,193.04,198.12,250,30,36,-3,0,-2,-2,-5,-17,0,-1,0,-7.62,-12.7,6,-5.81,0.0,0.0,1,1,0.7193627450980392,0.3053513071895425,2.0,0.0016339869281045752,349.0,330.0,550.0,1700.0,3500.0,150.0,235.0
-290.0,245,34.48275862,245.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.16952614379084968,0.8954248366013072,3,0,1,0,3.06,0.34,1.3,1.08,0.23,2,3,15,0,0,0,0,4,2,0,6,0.7520424836601307,182.88,193.04,170,1,0,0,5.18,0.53,1.0,0.82,0.5,6,3,25,0,0,1,0,6,3,0,10,0.7581699346405228,180.34,190.5,170,30,28,1,1,-4,-4,0,-10,0,-2,-1,2.54,2.54,2,-2.12,0.3,0.26,1,1,0.26552287581699346,0.3053513071895425,3.0,0.0026552287581699347,817.0,491.0,1300.0,365.0,1465.0,125.0,325.0
-155.0,135,64.51612903,135.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.1156045751633987,0.8954248366013072,3,0,1,0,3.79,0.36,1.2,2.82,0.34,1,3,16,0,0,0,1,0,2,0,3,0.04738562091503268,175.26,175.26,145,0,3,0,1.78,0.5,1.8,1.75,0.28,3,0,7,0,1,0,1,0,1,0,3,0.20241013071895425,177.8,177.8,145,25,33,0,-2,-2,0,-3,9,0,0,1,-2.54,-2.54,-8,2.01,-0.6,1.07,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,155.0,257.0,320.0,650.0,950.0,800.0
-420.0,335,23.80952381,335.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.08047385620915033,0.8954248366013072,3,3,0,0,3.05,0.44,0.1,0.09,0.16,4,8,38,0,0,2,2,5,1,0,10,0.20016339869281047,187.96,190.5,205,0,3,0,3.26,0.43,2.4,0.6,0.33,3,0,6,0,0,0,1,1,1,0,3,0.7581699346405228,195.58,200.66,205,28,34,-3,-3,1,7,-8,32,0,4,0,-7.62,-10.16,-6,-0.21,-2.3,-0.51,1,1,0.7193627450980392,0.09865196078431372,3.0,0.5643382352941176,900.0,225.0,945.0,385.0,2000.0,155.0,525.0
-135.0,115,74.07407407,115.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.16952614379084968,0.8954248366013072,3,3,0,0,4.33,0.46,1.3,1.21,0.36,8,14,97,0,0,0,9,10,10,0,29,0.7520424836601307,185.42,185.42,155,2,0,0,2.97,0.46,1.2,0.67,0.54,5,10,60,4,0,1,2,4,7,0,14,0.7581699346405228,177.8,182.88,155,33,37,-1,0,3,15,-4,37,-4,6,3,7.62,2.54,-4,1.36,0.1,0.54,1,1,0.26552287581699346,0.4117647058823529,3.0,0.5643382352941176,900.0,440.0,475.0,642.0,675.0,170.0,415.0
270.0,-330,270.0,30.3030303,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,1,0,0,3.61,0.51,1.1,1.65,0.3,6,8,68,3,0,0,6,6,10,0,22,0.7520424836601307,193.04,195.58,231,0,1,0,3.08,0.5,2.8,3.01,0.46,2,4,16,0,0,0,0,1,6,0,7,0.7581699346405228,187.96,203.2,240,42,41,-1,-1,4,15,-4,52,3,5,4,5.08,-7.62,1,0.53,-1.7,-1.36,1,1,0.26552287581699346,0.09865196078431372,3.0,0.5643382352941176,900.0,1065.0,335.0,667.0,375.0,539.0,145.0
-155.0,135,64.51612903,135.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.04146241830065359,0.10457516339869281,3,1,0,0,3.35,0.53,1.2,1.88,0.5,4,3,28,0,0,1,2,0,4,0,7,0.7520424836601307,160.02,157.48,115,0,2,0,2.22,0.4,0.3,3.53,0.36,2,4,29,2,1,0,4,0,1,0,6,0.7581699346405228,154.94,160.02,115,32,34,-1,-2,2,1,1,-1,-2,0,3,5.08,-2.54,-2,1.13,0.9,-1.65,1,1,0.26552287581699346,0.09865196078431372,3.0,0.5643382352941176,900.0,-107.0,190.0,1050.0,675.0,1180.0,1265.0
115.0,-135,115.0,74.07407407,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.12111928104575163,0.8954248366013072,3,2,0,0,2.54,0.46,1.4,2.46,0.38,8,7,61,0,0,0,4,5,10,0,19,0.7520424836601307,185.42,182.88,185,0,2,0,3.31,0.5,0.2,0.75,0.38,3,7,32,0,0,1,1,6,0,0,8,0.7581699346405228,182.88,200.66,185,35,40,-2,-2,5,11,0,29,0,-1,10,2.54,-17.78,-5,-0.77,1.2,1.71,1,1,0.26552287581699346,0.4117647058823529,3.0,0.5643382352941176,900.0,250.0,349.0,720.0,975.0,435.0,548.5
-180.0,158,55.55555556,158.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,1,True,0.17463235294117646,0.8954248366013072,5,0,3,0,8.57,0.55,0.0,0.0,0.0,3,2,12,0,0,0,0,4,0,0,4,0.7520424836601307,180.34,177.8,155,0,12,0,5.81,0.45,1.4,0.56,0.42,12,1,35,1,0,1,3,5,6,0,15,0.7581699346405228,180.34,193.04,155,36,31,0,-9,-9,-11,-1,-23,-1,-1,-6,0.0,-15.24,5,2.76,-1.4,-0.56,1,1,0.26552287581699346,0.3053513071895425,5.0,0.0016339869281045752,1419.0,750.0,1250.0,245.0,4200.0,201.0,200.0
-225.0,185,44.44444444,185.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,True,0.10069444444444445,0.8954248366013072,5,1,0,0,3.53,0.31,0.1,3.17,0.5,12,2,51,5,0,2,8,2,0,0,12,0.7520424836601307,172.72,172.72,135,0,5,0,3.82,0.44,0.2,2.16,0.35,5,2,30,4,0,2,4,3,0,0,9,0.7581699346405228,162.56,162.56,135,33,35,-1,-5,7,3,0,21,1,-1,0,10.16,10.16,-2,-0.29,-0.1,1.01,1,1,0.26552287581699346,0.3053513071895425,2.0,0.0012254901960784314,598.0,178.0,220.0,1600.0,1700.0,210.0,1450.0
-265.0,225,37.73584906,225.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,0,4,0,3.72,0.46,0.0,0.0,0.0,4,0,9,0,0,0,0,4,0,0,4,0.7520424836601307,193.04,198.12,242,0,3,0,2.15,0.37,0.5,0.0,0.0,6,2,18,1,0,0,0,8,1,0,9,0.7581699346405228,193.04,210.82,250,33,32,0,1,-2,-5,2,-9,-1,-4,-1,0.0,-12.7,1,1.57,-0.5,0.0,1,1,0.26552287581699346,0.3053513071895425,1.0,0.0010212418300653595,20.0,750.0,475.0,617.0,4000.0,-145.0,455.0
210.0,-250,210.0,40.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,1,False,0.1156045751633987,0.8954248366013072,3,1,0,0,5.12,0.41,0.0,0.47,0.33,2,2,14,0,0,0,1,3,0,0,4,0.7520424836601307,180.34,182.88,145,3,0,0,3.09,0.4,0.4,1.18,0.38,3,16,82,0,0,1,6,8,0,0,15,0.7581699346405228,175.26,180.34,145,33,32,2,0,-1,-11,14,-68,0,-5,0,5.08,2.54,1,2.03,-0.4,-0.71,1,1,0.26552287581699346,0.3053513071895425,2.0,0.0014297385620915032,469.0,465.0,135.0,3000.0,1225.0,415.0,290.0
-200.0,170,50.0,170.0,0.0024509803921568627,0.009395424836601307,0.12234477124183006,0,False,0.07863562091503268,0.8954248366013072,3,0,1,0,3.58,0.53,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,0.7520424836601307,182.88,187.96,250,1,0,0,4.77,0.49,0.0,0.0,0.0,2,2,10,0,0,0,0,2,0,0,2,0.7581699346405228,195.58,203.2,265,31,33,1,1,-1,-1,2,-9,0,-1,0,-12.7,-15.24,-2,-1.19,0.0,0.0,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,245.0,655.0,1850.0,2550.0,125.0,280.0
-145.0,135,68.96551724,135.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.17463235294117646,0.8954248366013072,5,0,6,0,3.21,0.5,2.8,2.77,0.42,6,8,45,0,0,0,1,2,13,0,16,0.7520424836601307,177.8,187.96,155,0,1,0,3.9,0.42,0.9,3.23,0.42,5,5,41,1,0,1,3,3,4,0,11,0.7581699346405228,175.26,195.58,170,27,30,0,5,1,5,-3,4,-1,-1,9,2.54,-7.62,-3,-0.69,1.9,-0.46,1,1,0.26552287581699346,0.1744281045751634,3.0,0.0014297385620915032,628.0,475.0,550.0,500.0,210.0,180.0,550.0
160.0,-170,160.0,58.82352941,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.16952614379084968,0.8954248366013072,3,0,4,0,3.09,0.43,0.7,2.43,0.38,4,3,30,0,0,0,4,2,4,0,10,0.7520424836601307,177.8,180.34,170,0,3,0,1.82,0.43,1.0,2.49,0.25,7,9,85,2,1,1,8,1,11,0,22,0.20241013071895425,185.42,182.88,170,42,33,0,1,-3,-12,6,-55,-2,1,-7,-7.62,-2.54,9,1.27,-0.3,-0.06,1,1,0.26552287581699346,0.3053513071895425,1.0,0.0010212418300653595,154.0,250.0,145.0,500.0,650.0,1100.0,475.0
-345.0,315,28.98550725,315.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,0,False,0.17463235294117646,0.8954248366013072,3,1,0,0,3.0,0.46,0.2,0.68,0.6,2,3,15,0,0,1,0,2,0,0,3,0.7520424836601307,175.26,177.8,155,2,0,0,5.53,0.46,0.4,1.16,0.54,3,3,18,0,0,2,1,0,2,0,5,0.7581699346405228,180.34,182.88,155,30,33,1,0,-1,-2,0,-3,0,2,-2,-5.08,-5.08,-3,-2.53,-0.2,-0.48,1,1,0.7193627450980392,0.1744281045751634,1.0,0.001838235294117647,44.0,100.0,500.0,325.0,2200.0,425.0,700.0
-137.0,127,72.99270073,127.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.08047385620915033,0.8954248366013072,3,1,0,0,4.86,0.57,1.9,1.06,0.38,5,5,20,0,0,0,0,3,4,0,7,0.7520424836601307,190.5,195.58,205,1,0,0,5.17,0.69,2.3,0.75,1.0,3,1,4,0,0,0,0,3,0,0,3,0.7581699346405228,198.12,208.28,205,27,28,0,0,2,4,-4,16,0,0,4,-7.62,-12.7,-1,-0.31,-0.4,0.31,1,1,0.26552287581699346,0.4117647058823529,3.0,0.5643382352941176,900.0,700.0,800.0,800.0,360.0,125.0,310.0
-160.0,150,62.5,150.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,0,False,0.17463235294117646,0.8954248366013072,3,0,3,0,5.43,0.5,0.0,0.0,0.0,3,6,39,0,0,1,5,3,0,0,10,0.7520424836601307,172.72,172.72,155,0,1,0,3.09,0.44,0.5,1.08,0.45,7,6,50,0,0,1,7,4,2,0,14,0.20241013071895425,175.26,177.8,155,41,34,0,2,-4,-4,0,-11,0,-1,-2,-2.54,-5.08,7,2.34,-0.5,-1.08,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,170.0,195.0,700.0,2500.0,340.0,700.0
-150.0,140,66.66666667,140.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.0479983660130719,0.8954248366013072,3,0,1,1,3.12,0.34,0.6,2.02,0.43,3,2,20,0,0,1,1,0,2,0,4,0.7520424836601307,170.18,177.8,125,1,0,0,1.38,0.38,0.6,1.95,0.39,4,5,34,0,0,0,6,0,3,0,9,0.7581699346405228,165.1,170.18,125,34,26,1,1,-1,-5,3,-14,0,0,-1,5.08,7.62,8,1.74,0.0,0.07,1,1,0.26552287581699346,0.4117647058823529,3.0,0.5643382352941176,900.0,105.0,230.0,500.0,1200.0,1600.0,650.0
-345.0,315,28.98550725,315.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,0,False,0.04146241830065359,0.10457516339869281,3,0,1,1,3.01,0.41,0.3,1.38,0.27,1,6,35,0,0,2,3,0,1,0,6,0.7520424836601307,162.56,160.02,115,0,2,0,4.29,0.38,1.4,2.71,0.57,2,0,5,0,0,0,1,0,1,0,2,0.7581699346405228,160.02,167.64,115,26,34,0,-1,-1,4,-6,30,0,0,0,2.54,-7.62,-8,-1.28,-1.1,-1.33,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,-155.0,400.0,425.0,1600.0,800.0,1400.0
-122.0,112,81.96721311,112.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,0,False,0.16952614379084968,0.8954248366013072,3,1,0,0,3.62,0.42,0.0,0.33,0.33,2,1,9,0,0,0,2,0,0,0,2,0.7520424836601307,172.72,177.8,170,1,0,0,4.18,0.39,0.6,0.45,0.14,7,2,22,0,0,1,2,3,1,0,7,0.7581699346405228,180.34,185.42,170,33,35,0,0,-5,-5,1,-13,0,-3,-1,-7.62,-7.62,-2,-0.56,-0.6,-0.12,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,165.0,270.0,900.0,1800.0,450.0,320.0
-140.0,130,71.42857143,130.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.027777777777777776,0.10457516339869281,3,0,1,0,3.25,0.25,0.5,0.33,0.14,2,3,19,0,0,1,2,0,1,0,4,0.7520424836601307,170.18,170.18,125,0,1,0,2.24,0.34,3.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0.7581699346405228,167.64,167.64,135,28,28,0,0,1,3,-3,18,0,0,0,2.54,2.54,0,1.01,-2.5,0.33,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,165.0,175.0,400.0,1800.0,1000.0,1000.0
-110.0,100,90.90909091,100.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.0479983660130719,0.8954248366013072,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.7520424836601307,165.1,172.72,125,1,0,0,1.54,0.4,0.0,2.31,0.18,0,1,3,0,0,0,0,0,0,0,0,0.7581699346405228,162.56,165.1,135,29,27,1,0,0,0,1,-3,0,0,0,2.54,7.62,2,-1.54,0.0,-2.31,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,165.0,400.0,400.0,450.0,1000.0,300.0
-155.0,145,64.51612903,145.0,0.0022467320261437907,0.007148692810457516,0.0022467320261437907,1,False,0.031862745098039214,0.10457516339869281,3,0,1,0,2.72,0.26,4.3,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0.7520424836601307,175.26,187.96,135,0,1,0,1.9,0.45,0.8,0.8,1.0,1,3,9,0,0,0,0,0,1,0,1,0.20241013071895425,162.56,162.56,125,24,28,0,0,0,0,3,-7,0,0,0,12.7,25.4,-4,0.82,3.5,-0.8,1,1,0.7193627450980392,0.4117647058823529,3.0,0.5643382352941176,900.0,220.0,320.0,380.0,650.0,450.0,550.0
